Id,ProductId,Score,Summary,Text,Sentimiento
269067,B005MGDPAE,5,Changed my life!,"I love this salt. I order it exclusively, and frequently, from Amazon. I use it on everything - it has become the only product I will use when I need salt. I love the rich flavor of the salt, its strange for me to type this, because I always assumed salt is salt - but I was clearly incorrect.",Positivo
269131,B0038LE4VO,3,quick hot chocolate,"It is good to have a change from coffee (if you are not a die-hard coffee drinker), but I think I am just as happy with hot chocolate from an envelope",Neutral
269161,B00004RAMS,3,Mole Trap,"Just recently set the mole trap.  Haven't caught the critter yet, but hope to.  Trap is well made and designed and should bring results.",Neutral
269164,B00004RAMS,1,poor design,"This gopher trap is designed poorly.  We have gophers and bought this trap online.  The only problem is that the part that should come down and trap/kill the gopher gets stuck with the dirt when you set the trap up.  I'm not sure if we didn't dig down far enough or what the problem was, but the gopher issue was not solved with this product.",Negativo
269177,B002UKBANY,1,Too much hype,"You know the phrase ""if it looks too good to be true, it probably is""?  Well this is a perfect case of it.  There was so much hype surrounding this product that we had to try it, but make no mistake - it tastes like the calorie and fat content that it is.  This is not ice cream, but if you close your eyes, plug your nose and click your heels three times, you just may be able to convince yourself it is.  Ended up throwing it away.",Negativo
269204,B003S9GWU2,4,Finicky Cat Eats It,"My cat is somewhat choosy about her food, and she likes this. There are little meat-ball like pieces in here that she leaves behind if I don't smash them a bit with a fork before serving, but that's not a big deal. Satisfied.",Positivo
269274,B004GB6ZGC,3,Very good flavor ..but too pricey,"The product from a taste and quality standpoint was very good. I was surprised at the shape which was roundish balls instead of flat disks. Not a problem though, and it seemed to work better in terms of taste because of the bigger lemony flavor at the center.<br /><br />One disappointment was how little candy came in the one pound bag. Because of that, the price seems ridiculously high. This would be the only reason I wouldn't purchase again. Way too expensive for the quantity.",Neutral
269373,B005EGW9L8,3,yummy but bad,Product is Fat Free! So what? If your diet and metabolism is unbalanced; then the sugar will most assuredly be stored in the body as FAT.,Neutral
269564,B001QEF4RS,5,my dogs love them,These are great. Not to hard not too soft. My dogs love them.<br />They smell really good too. Wish they were bi<br />gger though.,Positivo
269569,B001QEF4RS,5,Arguably but not defintively Better than Greenies,My dog loves these. The doggie store suggested to me that these were more effective than greenies in cleaning teeth but who knows. Sage seemed more apoplectic when offered these vs. Greenies. The packaging is really nice and the idea of Fliet Mignon really appealed to Sage. slightly more expensive than greenies and fewer choices.,Positivo
269647,B000E3XBSQ,5,Perfectly Cuban,"This is simply delecious and fast to make. I made it with ground turkey and it gave it a twist that made my whole family ask for seconds. Another time I made it with organic ground chicken and served it in lettuce leaves as lettuce wraps and it was awesome. My last attempt was again with ground turkey and I used it as the seasoning for my meatloaf....... OMG it was mouth watering! The more creative I get, the better it tastes.",Positivo
269654,B000LKV7GK,2,No Flavor,No Flavor at all but somewhat filling. It's just the bits that are left over in the bottom of the bowl after eating popcorn. That's if you don't add butter to your popcorn or much salt.,Negativo
269746,B003ZUTB3O,2,a mixed bag,"I'd previously bought a package of the Impra cherry tea, which I liked, and thought this would be a good way to try some of their other flavors too.  Eh....  the cherry is definitely my favorite, and the peach is quite good, but the other flavors seemed fairly undistinguished to me.  I am kind of regretting that this came in a package of 5 boxes, when 1 would have been enough for my purposes.  Won't order again, anyway.",Negativo
270130,B002AQ0OS0,5,Coffee for Keurig Brewers,"This is a wonderful coffee and we are totally enjoying it.<br />Getting it thru Amazon as an ongoing/repeating order is working out well.<br />This is the easiest way to make coffee;  No mess, no measuring, no mistakes.  NO clean-up.  Quality cup of coffee almost instantly.<br />Thank you, Keurig and Timothy's!!!<br />Muriel",Positivo
270141,B002AQ0OS0,5,Great product-great value,I really like the Timothy's brand--it is a good product for the price. I am ordering Timothy's on auto ship.,Positivo
270312,B001BWY67Y,1,Horrible chemical taste; kept me up all night,"I don't know what's in this product, but I found the taste too awful for repeat usage.<br />Tastes like chemicals, plain & simple.<br />The product was caffeine-free but made me jittery & unsettled - had a tough time sleeping.<br />A friend of mine tried it & had the same problem - couldn't sleep all night.<br />Perhaps the other versions taste better, but quite frankly, this one left me jittery enough that I didn't need the added caffeine.<br />A friend of mine drank the caffeinated version & thought he was having a heart attack.<br />I threw the other 10 away.",Negativo
270379,B00284TPUC,3,Damaged Product,"I purchased a box of the International Delight Hazelnut Liquid Creamers (288-count) a few weeks ago. Although the product was great, we were disappointed again in the number of single-serving cups that were damaged and opened evidently in shipping. It looked as if the product has possibly frozen and exploded. Several cups needed to be thrown away and we had to wash the remaining cups and carefully check them to be sure they were not opened. This is the second time this has happened. I wonder what could be done.",Neutral
270509,B000FI2VHM,3,Some problems with germination,"We've had an Aerogarden for two years now and love it.  This is the first time we have gotten the Japanese Herb Kit and it has some problems:  the Red Shiso, Green Shiso and Nira Chives did not germinate at all.  We e-mailed Aerogrow customer service department and they are sending us a new Japanese Herb Kit free of charge.  We've used the herbs that did germinate:  Chrysanthemum, Mitsuba and Cress in salads and on sandwiches.  The flavors of these herbs is interesting, but we are really looking forward to using the Red and Green Shiso, which are more widely used in Japanese food.",Neutral
270652,B001F2KB4C,1,Poison for dogs,"If you want your dog to have yeast infections and allergies, go ahead and buy this crap. I got a new dog about 3 weeks ago and was told she doesn't have allergies at all, her fur was full, skin intact, no redness was apparent when I got her and her feet/paws looked good. The only reason I bought this food (not on Amazon) was because my other dog's stool was looking pretty good on Rachel Ray's Just 6 diet and I purchased in error because I thought it was the same thing. But I looked more closely at the ingredients later on and realized there are many more fillers and now even his ears started getting stinky in the last 2 weeks.  With the new girl, I was steadily switching over her from Science Diet to this poison, I was realizing she seemed more and more itchy and there was a lot of redness and smelly feet. After getting some advice from other dog owners I decided to go cold turkey and switch to Natural Balance LID for the girl and within 4 days of switching foods, itchiness has subsided and feet are less red, inflamed, and stinky. As far as my boy, he is now on a combo of Newman's regular and Wellness grain free, and he loves it and stool looks great. All I can say is invest in your dog's diet, read the reviews of the popular brands, and there will probably a lot less trips to the vet which means a happier dog and savings. It makes me so angry that there are so many bad dog foods out there! I will also be supplementing their food with an oil too as I have read many great reviews about that too and how it improves their health.",Negativo
